1.0	0.9741445859110826
2.0	0.020284213845367664
3.0	0.0027725528144129257
4.0	0.0007502201733117328
5.0	0.00024137518619594882
6.0	0.0001456949322083655
7.0	7.176019049068748e-05
8.0	2.1745512269905297e-05
9.0	1.739640981592424e-05
10.0	4.34910245398106e-06
11.0	2.17455122699053e-06
14.0	2.17455122699053e-06
1260.0	2.17455122699053e-06
1288.0	2.17455122699053e-06
1289.0	4.34910245398106e-06
1295.0	2.17455122699053e-06
1298.0	2.17455122699053e-06
1304.0	4.34910245398106e-06
1306.0	2.17455122699053e-06
1307.0	2.17455122699053e-06
1308.0	2.17455122699053e-06
1310.0	4.34910245398106e-06
1314.0	4.34910245398106e-06
1317.0	6.5236536809715896e-06
1318.0	6.5236536809715896e-06
1320.0	2.17455122699053e-06
1321.0	2.17455122699053e-06
1322.0	8.69820490796212e-06
1324.0	8.69820490796212e-06
1325.0	4.34910245398106e-06
1326.0	6.5236536809715896e-06
1327.0	4.34910245398106e-06
1328.0	8.69820490796212e-06
1329.0	2.17455122699053e-06
1330.0	4.34910245398106e-06
1331.0	1.3047307361943179e-05
1332.0	4.34910245398106e-06
1333.0	2.17455122699053e-06
1334.0	4.34910245398106e-06
1335.0	4.34910245398106e-06
1336.0	6.5236536809715896e-06
1337.0	1.0872756134952648e-05
1338.0	6.5236536809715896e-06
1339.0	6.5236536809715896e-06
1340.0	8.69820490796212e-06
1341.0	1.0872756134952648e-05
1342.0	1.0872756134952648e-05
1343.0	1.3047307361943179e-05
1344.0	1.0872756134952648e-05
1345.0	1.0872756134952648e-05
1346.0	1.0872756134952648e-05
1347.0	2.17455122699053e-06
1348.0	1.3047307361943179e-05
1349.0	1.0872756134952648e-05
1350.0	8.69820490796212e-06
1351.0	6.5236536809715896e-06
1352.0	8.69820490796212e-06
1353.0	1.0872756134952648e-05
1354.0	4.34910245398106e-06
1355.0	1.0872756134952648e-05
1356.0	8.69820490796212e-06
1357.0	1.0872756134952648e-05
1358.0	1.9570961042914768e-05
1359.0	1.5221858588933708e-05
1360.0	1.739640981592424e-05
1361.0	1.9570961042914768e-05
1362.0	1.9570961042914768e-05
1363.0	1.739640981592424e-05
1364.0	1.0872756134952648e-05
1365.0	2.392006349689583e-05
1366.0	3.0443717177867416e-05
1367.0	1.0872756134952648e-05
1368.0	1.0872756134952648e-05
1369.0	2.8269165950876887e-05
1370.0	1.739640981592424e-05
1371.0	3.0443717177867416e-05
1372.0	1.739640981592424e-05
1373.0	8.69820490796212e-06
1374.0	1.0872756134952648e-05
1375.0	2.392006349689583e-05
1376.0	3.261826840485795e-05
1377.0	3.0443717177867416e-05
1378.0	2.1745512269905297e-05
1379.0	2.6094614723886358e-05
1380.0	8.69820490796212e-06
1381.0	1.739640981592424e-05
1382.0	1.9570961042914768e-05
1383.0	1.739640981592424e-05
1384.0	3.479281963184848e-05
1385.0	1.5221858588933708e-05
1386.0	1.3047307361943179e-05
1387.0	1.5221858588933708e-05
1388.0	1.5221858588933708e-05
1389.0	2.392006349689583e-05
1390.0	1.9570961042914768e-05
1391.0	2.6094614723886358e-05
1392.0	1.3047307361943179e-05
1393.0	2.392006349689583e-05
1394.0	1.0872756134952648e-05
1395.0	1.5221858588933708e-05
1396.0	1.0872756134952648e-05
1397.0	1.3047307361943179e-05
1398.0	3.261826840485795e-05
1399.0	6.5236536809715896e-06
1400.0	6.5236536809715896e-06
1401.0	8.69820490796212e-06
1402.0	8.69820490796212e-06
1403.0	1.739640981592424e-05
1404.0	1.0872756134952648e-05
1405.0	1.5221858588933708e-05
1406.0	1.739640981592424e-05
1407.0	6.5236536809715896e-06
1408.0	1.739640981592424e-05
1409.0	1.5221858588933708e-05
1410.0	1.0872756134952648e-05
1411.0	1.5221858588933708e-05
1412.0	1.0872756134952648e-05
1413.0	6.5236536809715896e-06
1414.0	1.739640981592424e-05
1415.0	4.34910245398106e-06
1416.0	1.9570961042914768e-05
1417.0	8.69820490796212e-06
1418.0	1.739640981592424e-05
1419.0	8.69820490796212e-06
1420.0	1.0872756134952648e-05
1421.0	4.34910245398106e-06
1422.0	6.5236536809715896e-06
1423.0	1.3047307361943179e-05
1424.0	6.5236536809715896e-06
1425.0	6.5236536809715896e-06
1426.0	1.0872756134952648e-05
1427.0	2.17455122699053e-06
1428.0	6.5236536809715896e-06
1429.0	8.69820490796212e-06
1430.0	6.5236536809715896e-06
1431.0	2.17455122699053e-06
1432.0	8.69820490796212e-06
1433.0	6.5236536809715896e-06
1434.0	4.34910245398106e-06
1435.0	6.5236536809715896e-06
1436.0	4.34910245398106e-06
1438.0	4.34910245398106e-06
1439.0	6.5236536809715896e-06
1442.0	4.34910245398106e-06
1443.0	4.34910245398106e-06
1444.0	4.34910245398106e-06
1445.0	1.0872756134952648e-05
1453.0	2.17455122699053e-06
1454.0	2.17455122699053e-06
1455.0	4.34910245398106e-06
1457.0	2.17455122699053e-06
1458.0	2.17455122699053e-06
1460.0	2.17455122699053e-06
1462.0	2.17455122699053e-06
1464.0	2.17455122699053e-06
1465.0	2.17455122699053e-06
1472.0	2.17455122699053e-06
